CVE,CVSS3,EPSS,EPSS Percentile,Description,Vendor,Product
CVE-2020-3837,7.8,0.06189,0.90596,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",Apple,Multiple Products
CVE-2020-9907,7.8,0.00607,0.69187,"Apple iOS, iPadOS, and tvOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",Apple,Multiple Products
CVE-2019-8605,7.8,0.14409,0.94245,"A use-after-free vulnerability in Apple iOS, macOS, tvOS, and watchOS could allow a malicious application to execute code with system privileges.",Apple,Multiple Products
CVE-2018-4344,7.8,0.0019,0.41228,"Apple iOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability which can allow for code execution.",Apple,Multiple Products
CVE-2022-30190,7.8,0.93612,0.99826,A remote code execution vulnerability exists when MSDT is called using the URL protocol from a calling application such as Word. An attacker who successfully exploits this vulnerability can run code with the privileges of the calling application.,Microsoft,Windows
CVE-2021-38163,9.9,0.78698,0.9901,SAP NetWeaver contains a vulnerability that allows unrestricted file upload.,SAP,NetWeaver
CVE-2016-2386,9.8,0.4395,0.97426,SQL injection vulnerability in the UDDI server in SAP NetWeaver J2EE Engine 7.40 allows remote attackers to execute arbitrary SQL commands via unspecified vectors.,SAP,NetWeaver
CVE-2016-2388,5.3,0.62285,0.983,The Universal Worklist Configuration in SAP NetWeaver AS JAVA 7.4 allows remote attackers to obtain sensitive user information via a crafted HTTP request.,SAP,NetWeaver
CVE-2019-7195,9.8,0.93454,0.9981,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,QNAP,Photo Station
CVE-2019-7194,9.8,0.93938,0.99873,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,QNAP,Photo Station
CVE-2019-7193,9.8,0.2579,0.96105,QNAP QTS contains an improper input validation vulnerability allowing remote attackers to inject code on the system.,QNAP,QTS
CVE-2019-7192,9.8,0.9408,0.99898,QNAP NAS devices running Photo Station contain an improper access control vulnerability allowing remote attackers to gain unauthorized access to the system.,QNAP,Photo Station
CVE-2019-5825,6.5,0.78467,0.98997,"Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2019-15271,8.8,0.05878,0.90342,A deserialization of untrusted data vulnerability in the web-based management interface of certain Cisco Small Business RV Series Routers could allow an attacker to execute code with root privileges.,Cisco,RV Series Routers
CVE-2018-6065,8.8,0.84773,0.99316,"Google Chromium V8 Engine contains an integer overflow vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2018-4990,8.8,0.62033,0.98287,Adobe Acrobat and Reader have a double free vulnerability that could lead to remote code execution.,Adobe,Acrobat and Reader
CVE-2018-17480,8.8,0.27293,0.96264,"Google Chromium V8 Engine contains out-of-bounds write vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2018-17463,8.8,0.91346,0.99645,"Google Chromium V8 Engine contains an unspecified vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2017-6862,9.8,0.49861,0.97723,Multiple NETGEAR devices contain a buffer overflow vulnerability that allows for authentication bypass and remote code execution.,NETGEAR,Multiple Devices
CVE-2017-5070,8.8,0.61978,0.98282,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2017-5030,8.8,0.50891,0.97769,"Google Chromium V8 Engine contains a memory corruption vulnerability that allows a remote attacker to execute code via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2016-5198,8.8,0.77011,0.98928,"Google Chromium V8 Engine contains an out-of-bounds memory access vulnerability that allows a remote attacker to perform read/write operations, leading to code execution, via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2016-1646,8.8,0.68181,0.98545,"Google Chromium V8 Engine contains an out-of-bounds read vulnerability that allows a remote attacker to cause a denial of service or possibly have another unspecified impact via crafted JavaScript code. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Google,Chromium V8
CVE-2013-1331,7.8,0.85807,0.99362,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via crafted PNG data in an Office document.,Microsoft,Office
CVE-2012-5054,8.8,0.76609,0.98909,Adobe Flash Player contains an integer overflow vulnerability that allows remote attackers to execute code via malformed arguments.,Adobe,Flash Player
CVE-2012-4969,8.1,0.9243,0.99722,Microsoft Internet Explorer contains a use-after-free vulnerability that allows remote attackers to execute code via a crafted web site.,Microsoft,Internet Explorer
CVE-2012-1889,8.8,0.92781,0.99754,Microsoft XML Core Services contains a memory corruption vulnerability which could allow for remote code execution.,Microsoft,XML Core Services
CVE-2012-0767,6.1,0.08125,0.91937,Adobe Flash Player contains a XSS vulnerability that allows remote attackers to inject web script or HTML.,Adobe,Flash Player
CVE-2012-0754,8.1,0.92787,0.99755,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Adobe,Flash Player
CVE-2012-0151,7.8,0.8664,0.99405,"The Authenticode Signature Verification function in Microsoft Windows (WinVerifyTrust) does not properly validate the digest of a signed portable executable (PE) file, which allows user-assisted remote attackers to execute code.",Microsoft,Windows
CVE-2011-2462,9.8,0.92193,0.99706,The Universal 3D (U3D) component in Adobe Reader and Acrobat contains a memory corruption vulnerability which could allow remote attackers to execute code or cause denial-of-service (DoS).,Adobe,Reader and Acrobat
CVE-2011-0609,7.8,0.92193,0.99706,Adobe Flash Player contains an unspecified vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Adobe,Flash Player
CVE-2010-2883,7.3,0.92181,0.99705,Adobe Acrobat and Reader contain a stack-based buffer overflow vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Adobe,Acrobat and Reader
CVE-2010-2572,7.8,0.74724,0.98826,Microsoft PowerPoint contains a buffer overflow vulnerability that alllows for remote code execution.,Microsoft,PowerPoint
CVE-2010-1297,7.8,0.93388,0.99805,Adobe Flash Player contains a memory corruption vulnerability that allows remote attackers to execute code or cause denial-of-service (DoS).,Adobe,Flash Player
CVE-2009-4324,7.8,0.93013,0.99772,Use-after-free vulnerability in Adobe Acrobat and Reader allows remote attackers to execute code via a crafted PDF file.,Adobe,Acrobat and Reader
CVE-2009-3953,8.8,0.90514,0.99596,Adobe Acrobat and Reader contains an array boundary issue in Universal 3D (U3D) support that could lead to remote code execution.,Adobe,Acrobat and Reader
CVE-2009-1862,7.8,0.58566,0.98134,Adobe Acrobat and Reader and Adobe Flash Player allows remote attackers to execute code or cause denial-of-service (DoS).,Adobe,"Acrobat and Reader, Flash Player"
CVE-2009-0563,7.8,0.80902,0.99124,Microsoft Office contains a buffer overflow vulnerability that allows remote attackers to execute code via a Word document with a crafted tag containing an invalid length field.,Microsoft,Office
CVE-2009-0557,7.8,0.83761,0.9927,Microsoft Office contains an object record corruption vulnerability that allows remote attackers to execute code via a crafted Excel file with a malformed record object.,Microsoft,Office
CVE-2008-0655,9.8,0.68768,0.98572,Adobe Acrobat and Reader contains an unespecified vulnerability described as a design flaw which could allow a specially crafted file to be printed silently an arbitrary number of times.,Adobe,Acrobat and Reader
CVE-2007-5659,7.8,0.93512,0.99814,Adobe Acrobat and Reader contain a buffer overflow vulnerability that allows remote attackers to execute code via a PDF file with long arguments to unspecified JavaScript methods.,Adobe,Acrobat and Reader
CVE-2006-2492,8.8,0.7722,0.98939,Microsoft Word and Microsoft Works Suites contain a malformed object pointer which allows attackers to execute code.,Microsoft,Word
CVE-2022-26134,9.8,0.94408,0.99977,Atlassian Confluence Server and Data Center contain a remote code execution vulnerability that allows for an unauthenticated attacker to perform remote code execution.,Atlassian,Confluence Server/Data Center
CVE-2019-3010,8.8,0.47589,0.97608,Oracle Solaris component: XScreenSaver contains an unspecified vulnerability that allows for privilege escalation.,Oracle,Solaris
CVE-2016-3393,7.8,0.3242,0.96725,A remote code execution vulnerability exists due to the way the Windows GDI component handles objects in the memory. An attacker who successfully exploits this vulnerability could take control of the affected system.,Microsoft,Windows
CVE-2016-7256,8.8,0.59042,0.98157,A remote code execution vulnerability exists when the Windows font library improperly handles specially crafted embedded fonts. An attacker who successfully exploits this vulnerability could take control of the affected system.,Microsoft,Windows
CVE-2016-1010,8.8,0.15627,0.94511,Integer overflow vulnerability in Adobe Flash Player and AIR allows attackers to execute code.,Adobe,Flash Player and AIR
CVE-2016-0984,8.8,0.73452,0.98766,Use-after-free vulnerability in Adobe Flash Player and Adobe AIR allows attackers to execute code.,Adobe,Flash Player and AIR
